date,site,category,title,url,publish_time,content
20260623,electrive_battery,电池,CATL sources battery components from China instead of Debrecen,https://www.electrive.com/2026/06/23/catl-sources-battery-components-from-china-instead-of-debrecen/,2026-06-23 11:30:00,
20260623,electrive_battery,电池,Hina and FAW conclude long-term test of sodium-ion electric truck battery,https://www.electrive.com/2026/06/23/hina-and-faw-conclude-long-term-test-of-sodium-ion-electric-truck-battery/,2026-06-23 10:45:58,
20260623,ess_news,储能,A different kind of volatility: battery revenues stay strong,https://www.ess-news.com/2026/06/23/a-different-kind-of-volatility-battery-revenues-stay-strong/,2026-06-23 11:39:10,
20260623,ess_news,储能,Moonwatt showcases sodium-ion storage solutions for utility-scale applications,https://www.ess-news.com/2026/06/23/moonwatt-showcases-sodium-ion-storage-solutions-for-utility-scale-applications/,2026-06-23 10:30:00,
20260623,ess_news,储能,The Mobility House Energy surpasses 1 GW of battery storage under management,https://www.ess-news.com/2026/06/23/the-mobility-house-energy-surpasses-1-gw-of-battery-storage-under-management/,2026-06-23 08:30:00,
20260623,ess_news,储能,"Capac, Eos unveil 22 MWh German zinc-bromine BESS, sign 2 GWh deal",https://www.ess-news.com/2026/06/23/capac-eos-unveil-22-mwh-german-zinc-bromine-bess-sign-2-gwh-deal/,2026-06-23 07:45:00,
20260623,ess_news,储能,BESS design can more than double co-location revenue potential,https://www.ess-news.com/2026/06/23/bess-design-can-more-than-double-co-location-revenue-potential/,2026-06-23 06:15:00,
20260623,h2_view,氢,- gasworld,https://news.google.com/rss/articles/CBMi7AFBVV95cUxQdFNkWVRCdWhORzBLbDQ2N0NxXy03cUJIbTVYYXpZWl9WU0x2VktVM0JIcFlPdUprcGtuZFVHRWFDU19sbElGdUlYNFJMMVpUMS0tY0VjLXBuZFVKVTNodHdGVTVTb09OTlRQSXotdWJMcjh2S3c1UmdEb1VLaWpNT29kRVlETHVFb0dMcVRHWEFFUmRFQTVPLWxsZzlNdEhXMTduRGtEWE5nZFgtWFhSM1c1VkxQZXo5dml6SGY1TDl3OWpXS1d2SXhIVmxYVlU5b240X204WDBwWGtsVVN1NVFsaTZONC15RkxLZg?oc=5,2026-06-23 05:22:57,
20260623,h2_view,氢,- gasworld,https://news.google.com/rss/articles/CBMinAJBVV95cUxPT3dFSUU4QWlaZ2xPdktpM2Z5QkNRdm5DakVjcXBUUF9YVmk2bmVsUk5Yd1ZHbkRwRTVRM3R6V2R1NjlrZmluLXJVMEYyVDhEb0lZaFFzemxHUko2YjlNSVhYck1WbXVVVDZrQUJYWGNmaVBlc2xaVlRCYTNkLVdKM2VSVi0tcDF6UEZRMUFlNUVITjQ5cmtpVkxyZ2NCWk55OWdqVjBYdjRJS3ZtRkVsY0xHeWdVSlR0bjZLeU5RN1FFNVJFMXU2dmM5Ny1Ud3NQdVZ2SjFUaDNoQmZDSlNSQ1dBVndpSXIyNGc2aHNITW1zZU1JVW5aMWZlVXVBeXlpcmVfZnNpeTNPSlJpdG05NndQaFFlX0NQY0ZUYQ?oc=5,2026-06-23 16:33:14,
20260623,h2_view,氢,- gasworld,https://news.google.com/rss/articles/CBMi8wFBVV95cUxOVmJVXy1QQVRkc2hyQkJVdHAwN3JlU05oNkh2d0V5aDlaUUtaYWJGUjE5Zmp6d19ydjhmY0R0WTEyOGJLRE9lV3YzUm1wWjBXNTYzeVZXRVFFeDRDcjV5SG92TEdoaVRYYmtpWDl0TEZTeWx3blNfYnNiajkxMXBWaUc2M1BPOXFPSlA5a0Y2ckpWTEpUNVBDUUZpVDJ1amFsdzlvSENkcnhuSGNIcEVIY1dmVzdJM0FGUXVMakhCRWxNQkxYWmJIWUtGV3F1TFM3am1ibzBrNlpUaTZTWWhmRzBKLUtZa3RDNnpiQVJqbmNnbE0?oc=5,2026-06-23 12:24:05,
20260623,h2_view,氢,- gasworld,https://news.google.com/rss/articles/CBMi9wFBVV95cUxQd0VtaVZZYVoyYlNVRHFHdGJ4N1NyazVtcFByRlpseExqamRSdzEzWV9iZzJjSVUxWUV4Q2E0U29jb1pjTFVDX3ptRkg4MXhVM2RPYlFRZWhUUEVDNkR1TEx1RklZRWJ4ZkVCM3NDWG1YQ0FUeGN5ckhNMVpVU3ZGeEFINXc1NV9nTU5ONGpCSmpLUWFGNlg2d2tHdm1uVjV6RGtmVkFQN193UGU5anB1ZHFOMWdrS1Bnal82LWdYN0NXeVMxNVpzU3pJUEpnbFVZY1VtZS1WVlBUN01QeU5nZUYzYlNHVkJrcDJxVEh5MVVUaW14OUtr?oc=5,2026-06-23 09:28:02,
20260623,h2_view,氢,- gasworld,https://news.google.com/rss/articles/CBMi9gFBVV95cUxQNmxlYUw1dmFPTUJDbkRSb05lY0taSUdQVXJrRWs0LUxPa0traEZCNjlfQ1FETW9Ea005NVRfQ3NRckJjMjF0T3RteUo2Z0duWFJWNWFMbDduOEhsSWVDVTl1V1BqVTdXWFJwTVpFXzE0N0tWWDM5eUJCVEJ3R0JicjF3OW0ybnpsVmhPWWR1UlFDZ1ZWODkyRkpsVUl2MG1BTU1YRzZiS1lpVEZSWjZ6ZV8zOHpyWWM5UHVBSW1JSEZldlZwYk9OaVo1UFdrWTEzaTBTaEEwU0NpNVk2WllqUjVwMXI5c1Z0UHk3RG5ndnM0a3ItYUE?oc=5,2026-06-23 12:43:09,
