date,site,category,title,url,publish_time,content
20260516,electrek,新能源,"Sennebogen shows off electric, autonomous material handler",https://electrek.co/2026/05/16/sennebogen-shows-off-electric-autonomous-material-handler/,2026-05-16 20:28:05,
20260516,electrek,新能源,Fisker went bankrupt and owners built open source car company from the ashes,https://electrek.co/2026/05/16/fisker-ocean-open-source-ev-story-after-bankruptcy/,2026-05-16 17:21:52,
20260516,electrek,新能源,"Tesla (TSLA) raises Model Y prices by up to $1,000 — first increase in two years",https://electrek.co/2026/05/16/tesla-tsla-raises-model-y-prices-first-time-two-years/,2026-05-16 16:02:39,
20260516,electrek,新能源,Another African country targets fossil-free electric transit by 2030,https://electrek.co/2026/05/16/another-african-country-targets-fossil-free-electric-transit-by-2030/,2026-05-16 14:35:02,
20260516,electrek,新能源,E-quipment highlight: Milwaukee brings big electric power to any job site,https://electrek.co/2026/05/16/e-quipment-highlight-milwaukee-brings-big-electric-power-to-any-job-site/,2026-05-16 13:27:23,
20260516,electrek,新能源,Segway’s wild new 60 MPH electric dirt bike is now officially on sale,https://electrek.co/2026/05/15/segways-wild-new-60-mph-electric-dirt-bike-is-now-officially-on-sale/,2026-05-16 04:57:04,
20260516,scitechdaily,综合科技,"After 50 Years of Mystery, Researchers Identify New Human Blood Group",https://scitechdaily.com/after-50-years-of-mystery-researchers-identify-new-human-blood-group/,2026-05-16 21:21:13,
20260516,scitechdaily,综合科技,Leading Climate Scientist Rebuts “Factually Incorrect” US Government Climate Claims,https://scitechdaily.com/leading-climate-scientist-rebuts-factually-incorrect-us-government-climate-claims/,2026-05-16 20:46:56,
20260516,scitechdaily,综合科技,You’re Breathing Plastic: Study Finds 4% of City Air Pollution Is Microplastics,https://scitechdaily.com/youre-breathing-plastic-study-finds-4-of-city-air-pollution-is-microplastics/,2026-05-16 20:11:20,
20260516,scitechdaily,综合科技,Cancer Mystery Solved: Scientists Discover How Melanoma Becomes “Immortal”,https://scitechdaily.com/cancer-mystery-solved-scientists-discover-how-melanoma-becomes-immortal/,2026-05-16 16:36:09,
20260516,scitechdaily,综合科技,Scientists Uncover Cancer-Fighting Power of Popular Fatty Liver Drug,https://scitechdaily.com/scientists-uncover-cancer-fighting-power-of-popular-fatty-liver-drug/,2026-05-16 16:01:49,
20260516,scitechdaily,综合科技,Beyond Pain Relief: Scientists Discover a Protein That Could Stop Osteoarthritis in Its Tracks,https://scitechdaily.com/beyond-pain-relief-scientists-discover-a-protein-that-could-stop-osteoarthritis-in-its-tracks/,2026-05-16 15:26:54,
20260516,scitechdaily,综合科技,NASA’s New AI Processor Is 500x Faster Than Current Space Computers,https://scitechdaily.com/nasas-new-ai-processor-is-500x-faster-than-current-space-computers/,2026-05-16 12:19:31,
20260516,scitechdaily,综合科技,Scientists Find Evidence Earth Is Drifting Through the Ashes of an Exploded Star,https://scitechdaily.com/scientists-find-evidence-earth-is-drifting-through-the-ashes-of-an-exploded-star/,2026-05-16 11:44:40,
20260516,scitechdaily,综合科技,This Strange Molecular Signature May Be the Best Clue Yet to Alien Life,https://scitechdaily.com/this-strange-molecular-signature-may-be-the-best-clue-yet-to-alien-life/,2026-05-16 11:09:09,
20260516,scitechdaily,综合科技,Scientists Say a 40-Year-Old Childhood Obesity Warning May Be Completely Wrong,https://scitechdaily.com/scientists-say-a-40-year-old-childhood-obesity-warning-may-be-completely-wrong/,2026-05-16 00:12:53,
20260516,interesting_engineering,综合科技,Tesla reveals details of 17 ‘Robotaxi’ crashes: New safety concerns emerge,https://interestingengineering.com/transportation/tesla-robotaxi-crash-details-emerge,2026-05-16 21:55:17,
20260516,interesting_engineering,综合科技,Why 90% of humans are right-handed may trace back to walking on two legs,https://interestingengineering.com/culture/why-humans-are-right-handed,2026-05-16 16:53:54,
20260516,interesting_engineering,综合科技,Mysterious 164-foot underground tunnel uncovered in Jerusalem stuns archaeologists,https://interestingengineering.com/culture/mysterious-164-foot-tunnel-uncovered,2026-05-16 15:03:47,
20260516,interesting_engineering,综合科技,Chinese defense companies hint at new long-range military sniper milestone,https://interestingengineering.com/military/chinese-new-long-range-military-sniper,2026-05-16 14:13:50,
20260516,interesting_engineering,综合科技,Mysterious SUVs during Trump’s China visit spark speculations about electronic warfare tech,https://interestingengineering.com/innovation/mystery-suvs-during-trump-china-visit,2026-05-16 13:55:05,
20260516,interesting_engineering,综合科技,"China’s premium EV maker reveals next-gen 563-hp hybrid with 1,025-mile range",https://interestingengineering.com/transportation/china-premium-ev-maker-reveals-hybrid,2026-05-16 13:08:00,
20260516,interesting_engineering,综合科技,China’s near-silent wave-powered drones could redefine maritime patrols,https://interestingengineering.com/military/china-near-silent-wave-powered-drones,2026-05-16 13:03:30,
20260516,interesting_engineering,综合科技,New hybrid particles let light perform computing tasks once limited to electrons,https://interestingengineering.com/innovation/a-way-to-use-photons-for-computing,2026-05-16 12:46:43,
20260516,interesting_engineering,综合科技,World’s largest operating tokamak begins commissioning with major 8-meter coils upgrade,https://interestingengineering.com/energy/largest-operating-tokamak-begins-commissioning,2026-05-16 12:43:30,
20260516,perovskite_info,光伏,Aolian Solar completes perovskite PV test project - Perovskite-Info,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPNmRXU05ycEF2N1BwSDh4aEpMRmhxN1JtVUItbHBjVXpYYlJUTmJfT2syZ1dIUVEweDVWV3lJVG80YVE4bkpjaF9ZU2hXdVV5SmY1TkJ5VHhhYk5hT2c5N195SDI5aFM5bG9aUDdXWjlOTG1qXzlDM21yazA4MVQ1ZUMwaThyTXlf?oc=5,2026-05-16 12:46:01,
20260516,cnnpn_domestic,核电国内,中国能建党委书记、董事长倪真与中核集团党组书记、董事长申彦锋会谈并见证签署战略合作协议5月15日，中国能建党委书记、董事长倪真在京与中核集团党组书记、董事长申彦锋会谈。双方就深化核电建设、技术研发、产业链生态、国际业务等领域合作进行交流，并见证签署战略合作协议。倪真对中核集团长期以来给予中国能建的支持、帮助表示感谢，并简要介绍了中国能建改革发展情况。他说，中国能建正围绕能源强国建设，着力做强做优做大能源电力、水利主责主业，系统服务新型能源体系和新型电力系统建设，企业呈现出内涵式发展的良好态势。中国...2026-05-16,https://www.cnnpn.cn/article/54001.html,2026-05-16 00:00:00,
20260516,cnnpn_domestic,核电国内,中核福清核电累计安全发电量突破4000亿千瓦时5月16日，作为福建省在运装机容量最大的核电基地，中国核电旗下福清核电累计安全发电量突破4000亿千瓦时。福清核电6台机组年发电能力超过500亿度，相当于每年节约标准煤1527万吨，减少二氧化碳排放4002万吨，等效于每年新增一片近11.3万公顷的森林。福清核电全景2026-05-16,https://www.cnnpn.cn/article/54000.html,2026-05-16 00:00:00,
20260516,cnnpn_domestic,核电国内,中核集团2026年文化品牌月活动正式启动2026年是十五五开局之年，是全国国企党建会召开十周年，也是集团公司追求卓越·改革破局年。为深入贯彻习近平文化思想、习近平总书记对核工业和中核集团重要指示批示精神，凝聚推动核工业高质量发展强大合力，5月15日，中核集团在京举办核力无限 共创未来2026年文化品牌月启动活动，以文化聚共识、以品牌强底蕴。国务院国资委新闻中心、国家国防科工局新闻宣传中心、中国核学会相关领导，中核集团相关领导及总部有关部门负责人，中核集团各二级单位...2026-05-16,https://www.cnnpn.cn/article/53991.html,2026-05-16 00:00:00,
20260516,cnnpn_domestic,核电国内,中国原子能赴国核铀业拜访交流5月14日，中国原子能党委书记、董事长尤永春一行赴国核铀业座谈交流。双方重点围绕核燃料供应保障、能源和供应链安全、以及深化战略合作、推动互利共赢等事项深入交换意见。国核铀业党委书记、董事长池雪丰出席会议。池雪丰对尤永春一行到来表示热烈欢迎，感谢中国原子能长期以来的大力支持。他指出，双方多年来在核燃料领域携手务实合作取得显著成效，共同为国家核能安全、稳定、高质量发展筑牢了坚实根基。希望双方立足行业发展新阶段，充...2026-05-16,https://www.cnnpn.cn/article/53986.html,2026-05-16 00:00:00,
20260516,cnnpn_domestic,核电国内,中国广核集团总经理庞松涛拜会广西壮族自治区主席韦韬5月14日，中国广核集团有限公司党委副书记、总经理庞松涛带队在南宁拜会广西壮族自治区主席韦韬，就推进在桂核能、新能源产业发展与核技术深化合作等进行了深入交流，自治区副主席胡帆参加会见。韦韬欢迎庞松涛一行来桂洽谈合作，介绍了广西经济社会和能源电力发展情况。他表示，当前，广西正加快建设国家综合能源安全保障区，持续优化能源结构，加快推进能源绿色低碳转型。希望中广核集团进一步发挥央企优势，加力提速防城港核电项目三期工程建设，持...2026-05-16,https://www.cnnpn.cn/article/53984.html,2026-05-16 00:00:00,
20260516,cnnpn_domestic,核电国内,中核华兴自主研发的核电混凝土面处理机器人正式投入应用,https://www.cnnpn.cn/article/53947.html,,
20260516,cnnpn_domestic,核电国内,中国能建党委书记、董事长倪真与中核集团党组书记、董事长申彦锋会谈并见证签署战略合作协议,https://www.cnnpn.cn/article/54001.html,,
20260516,cnnpn_domestic,核电国内,中核集团2026年文化品牌月活动正式启动,https://www.cnnpn.cn/article/53991.html,,
20260516,cnnpn_domestic,核电国内,中核福清核电累计安全发电量突破4000亿千瓦时,https://www.cnnpn.cn/article/54000.html,,
20260516,cnnpn_domestic,核电国内,中国原子能赴国核铀业拜访交流,https://www.cnnpn.cn/article/53986.html,,
20260516,cnnpn_domestic,核电国内,江西省：继续做好彭泽核电厂址资源保护,https://www.cnnpn.cn/article/53962.html,,
20260516,cnnpn_domestic,核电国内,国家电投集团与清华大学签署战略合作协议,https://www.cnnpn.cn/article/53981.html,,
20260516,cnnpn_domestic,核电国内,台山核电常规岛汽机筏基垫层混凝土顺利浇筑,https://www.cnnpn.cn/article/53979.html,,
20260516,cnnpn_domestic,核电国内,中国广核集团总经理庞松涛拜会广西壮族自治区主席韦韬,https://www.cnnpn.cn/article/53984.html,,
20260516,cnnpn_domestic,核电国内,中核集团副总工程师、科技委副主任薛小刚一行到核理化院/公司调研指导,https://www.cnnpn.cn/article/53983.html,,
20260516,cnnpn_domestic,核电国内,三门核电再获一项国际发明专利授权,https://www.cnnpn.cn/article/53980.html,,
20260516,cnnpn_domestic,核电国内,生态环境部核电安全监管司开展切尔诺贝利核事故经验反馈交流暨《核动力厂营运单位核安全报告指南(2026年版)》宣贯活动,https://www.cnnpn.cn/article/53945.html,,
20260516,cnnpn_domestic,核电国内,追求卓越·改革破局丨廉江核电1号机组环吊载荷试验完成,https://www.cnnpn.cn/article/53982.html,,
20260516,cnnpn_domestic,核电国内,中核四川环保召开干部大会宣布徐培昇同志任公司副总经理,https://www.cnnpn.cn/article/53946.html,,
20260516,cnnpn_domestic,核电国内,核仪器仪表国际技术交流会等系列活动成功举办,https://www.cnnpn.cn/article/53944.html,,
20260516,cnnpn_international,核电国外,"英国威尔法核电站SMR项目向安格尔西岛居民征集命名北威尔士安格尔西岛居民被邀请为即将在该岛威尔法核电站建造的小型模块化反应堆(SMR)工厂提出一个名称。英国能源核能公司要求该名称""易于发音且能被广大受众接受""，同时应受到安格尔西岛及其文化遗产、景观或语言的启发，并具备""尊重、包容和具有社区意识""的特质，且""独特且尚未被广泛用于类似的能源项目""。令人叹为观止的 Wylfa 工地鸟瞰图(图片：Arup)英国政府负责新建核电项目的独立机构以威尔士语和英语双语发布了邀请函，其中表示：""这个..2026-05-16",https://www.cnnpn.cn/article/53995.html,2026-05-16 00:00:00,
20260516,cnnpn_international,核电国外,TITAN-2计划2027年3月浇筑斯摩棱斯克核电站二期1号机组首罐混凝土斯摩棱斯克核电站管理层、总承包商TITAN-2股份公司以及相关分包单位代表，近日在斯摩棱斯克核电站二期未来厂址举行多场工作会议，重点研究项目建设准备情况及后续关键节点安排。会议核心议题之一，是为斯摩棱斯克核电站二期1号机组建设的重要阶段——反应堆厂房基础底板混凝土浇筑——做好准备。根据当前计划，该项工作将于2027年3月实施，标志着项目将由前期准备阶段转入主体工程建设阶段。工作组成员对施工现场进行了实地检查，并详细了解配...2026-05-16,https://www.cnnpn.cn/article/53994.html,2026-05-16 00:00:00,
20260516,cnnpn_international,核电国外,俄列宁格勒核电站2号站完成VVER-1200机组计划检修及发电机定子现代化改造2026年5月13日，列宁格勒核电站2号站VVER-1200型1号机组已恢复满功率运行。该机组本轮计划中修及现代化改造工作历时60.7天，目前相关检修任务已全部完成。检修期间，技术人员对反应堆装置、汽轮机设备、电气设备、安全系统以及起重机构等关键系统进行了检查和维护，并对反应堆厂房安全壳开展密封性试验，以确认其完整性和可靠性。在本次检修中，工作人员还完成了部分核燃料组件更换，对机组配套的两座蒸发冷却塔进行了维修，并同步实施多项设备维护...2026-05-16,https://www.cnnpn.cn/article/53993.html,2026-05-16 00:00:00,
20260516,cnnpn_international,核电国外,"美国能源部拨款超9400万美元支持小型模块化反应堆供应链及选址建设美国能源部近日选定八家公司，共同获得超过9400万美元的联邦成本分摊资金，用于推进第三代及以上小型模块化反应堆(SMR)的部署，解决许可、供应链和场地准备方面的关键障碍。2024年10月，美国能源部启动了第三代+小型模块化反应堆技术国内初期部署的资金申请，其中高达8亿美元将拨给两个""先行者""团队，另有1亿美元用于弥补阻碍电厂部署的相关缺口。根据招标文件，第三代+小型模块化反应堆被定义为使用轻水作为冷却剂、低浓缩铀作为燃料、单台净发...2026-05-16",https://www.cnnpn.cn/article/53990.html,2026-05-16 00:00:00,
20260516,cnnpn_international,核电国外,韩国大宇工程建设CEO访问奥地利和捷克 推进杜科瓦尼核电站项目大宇工程建设公司5月15日宣布，公司CEO金普贤于11日至14日访问奥地利和捷克共和国，旨在加强在杜科瓦尼核电站新项目上的合作，并与当地社区开展共同发展活动。金普贤12日在奥地利维也纳会见了国际原子能机构(IAEA)主要官员，双方就全球核电市场和小型模块化反应堆(SMR)发展趋势、新建核电站国家的主要利益以及韩国核工业海外扩张潜力等议题交换意见。13日，他访问了位于捷克核电站规划地点附近的纳梅什特纳德奥斯拉沃市，并参加了消防车捐赠仪...2026-05-16,https://www.cnnpn.cn/article/53989.html,2026-05-16 00:00:00,
20260516,cnnpn_international,核电国外,俄原子能集团总经理：哈萨克斯坦核电站选址勘测工作正全面展开俄罗斯国家原子能集团总经理利哈乔夫对媒体表示，哈萨克斯坦未来巴尔喀什核电站的选址勘测工作正在全面展开。利哈乔夫说，未来核电站以巴尔喀什湖命名，这一决定是根据民意调查正式作出的。利哈乔夫表示，这一核电站项目将基于俄罗斯技术。利哈乔夫此前表示，哈萨克斯坦巴尔喀什核电站建设项目工程勘察结果报告将于2026年底至2027年初完成。这份报告不可或缺，将综合考虑多项参数，为未来核电站的安全提供保障。2025年8月，工程勘察工作在哈萨克斯...2026-05-16,https://www.cnnpn.cn/article/53988.html,2026-05-16 00:00:00,
20260516,cnnpn_international,核电国外,俄外长：正与印方商讨在印修建核电站机组用地事宜俄罗斯外交部长拉夫罗夫表示，他与印度方面商讨了向俄方提供新场地以修建数座核电站机组的问题。拉夫罗夫在对印度访问结束后向记者称：在和平利用核方面，我们讨论了向我方提供新场地，以修建数座核电站机组的前景，这将有助于显著加强印度的能源安全。俄罗斯外交部长拉夫罗夫对印度进行了为期三日的访问。拉夫罗夫出席了金砖国家外长会晤，与印度、泰国、埃及、伊朗和马来西亚的外长举行了会谈。...2026-05-16,https://www.cnnpn.cn/article/53987.html,2026-05-16 00:00:00,
20260516,cnnpn_international,核电国外,ITER理事会科技咨询委员会第三十四次会议在法国召开国际热核聚变实验堆(ITER)理事会科技咨询委员会第三十四次会议(STAC-34)于2026年5月11至13日在总部(法国圣宝莱-杜朗兹)召开。中核集团首席科学家段旭如研究员担任STAC轮值主席，主持本次会议。会议围绕环向场线圈低温测试、真空室内线圈及配套电源研制、研究运行启动(SRO)等离子体运行与杂质控制三大核心技术议题开展全面审查与评估，为ITER装置建造、运行启动及理事会科学决策提供建议。会上，STAC专家详细审议ITER组织提交的各项报告并...2026-05-16,https://www.cnnpn.cn/article/53985.html,2026-05-16 00:00:00,
20260516,cnnpn_international,核电国外,瑞士研究所首次收集小型模块化反应堆被动冷却系统高分辨率实验数据,https://www.cnnpn.cn/article/53888.html,,
